no,vcaseid,season,vq1,vq1a,vq1b,vq1c,vq1d,vq1e,vq2,vq17,vq17_1_1,vq17_1_2,vq17_1_3,vq17_1_4,vq17_1_5,vq17_1_6,vq17_1_7,vq17_1_8,vq17_1_9,vq17_1_10,vq17_1_11,vq17_1_12,vq17_1_13,vq17a1_1,vq17a1_2,vq17a1_3,vq17a2_1,vq17a2_2,vq17a2_3,vq17a2_4,vq17a3_1,vq17a3_2,vq17a3_3,vq17a3_4,vq17a4_1,vq17a4_2,vq17a4_3,vq17a4_4,vq17a5_1,vq17a5_2,vq17a5_3,vq17a6_1,vq17a6_2,vq17a6_3,vq17a6_4,vq17a6_5,vq17a7_1,vq17a7_2,vq17a7_3,vq17a8_1,vq17a8_2,vq17a8_3,vq17a8_4,vq17a8_5,vq17a9_1,vq17a9_2,vq17a9_3,vq17a10_1,vq17a10_2,vq17a11_1,vq17a11_2,vq17a11_3,vq17a11_4,vq17a12_1,vq17a12_2,vq17a13_1,vq17a13_2,vq18,vq19,vq20,vb1,vb2,vb3,vb4,vb5,vb6,vb7,weight
14133,96226961,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,0, ,11,5,13,2,2,5,1,.636429
14283,96233611,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,0, ,11,1,13,3,3,14,1,.673453
14306,96234645,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0, ,10,5,13,2,8,6,1,.718764
14407,96239089,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,1,13,1,3,7,1,.635948
14420,96239812,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,1,11,2,3,5,2,.674088
14433,96240405,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,5,13,4,4,13,1,.586662
14457,96241210,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,5,13,2,5,21,2,.733828
14494,96242941,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,3,13,2,2,6,1,.659417
14519,96244417,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,9,4,1,2,7,6,1,.809308
14559,96246178,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,0, ,11,2,13,2,4,14,1,.673453
14570,96246690,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,5,3,4,3,19,1,.595883
14584,96247656,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,5,13,2,7,20,1,.704249
14595,96248681,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,0, ,10,1,13,2,1,5,1,.693707
14611,96249789,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,0, ,11,2,13,2,2,5,1,.636429
14639,96251448,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,1,13,2,2,22,1,.053574
14683,96253747,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,10,2,11,2,5,6,2,.694261
14794,96261281,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,0, ,11,1,13,2,2,17,1,.505741
14822,98100399,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,1,11,4,5,18,2,.71776
14854,98101023,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,1,13,2,2,2,1,.689678
14881,98101686,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,0, ,11,1,11,4,2,1,2,.693541
14883,98101709,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,0, ,11,5,13,3,3,2,2,.730488
14887,98101793,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,11,1,13,4,1,2,2,.730488
14899,98101958,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,2,11,2,3,1,2,.693541
14937,98102579,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,0, ,11,1,11,2,2,10,2,.647642
14952,98102810,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,1,11,2,3,2,2,.730488
14959,98102934,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,3,13,2,2,1,2,.693541
14971,98103080,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,0, ,11,4,13,4,8,3,2,.707183
14979,98103209,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,1,13,2,3,1,1,.654795
14989,98103342,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,0, ,6,6,3,2,8,1,1,1.214315
14999,98103501,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,9,4,13,2,6,1,2,.6975
15007,98103722,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,2,13,4,5,1,2,.693541
15028,98104085,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,0, ,10,2,11,2,1,2,2,.726121
15047,98104461,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,5,13,4,5,1,2,.693541
15056,98104557,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,10,3,13,2,5,3,2,.702955
15059,98104582,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,0, ,11,3,13,2,2,1,1,.654795
15072,98104863,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,3,13,4,5,2,1,.689678
15083,98105105,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,0, ,11,1,11,4,4,1,2,.693541
15122,98106271,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,5,13,3,7,2,1,.689678
15170,98107157,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,1,11,4,2,3,2,.707183
15187,98107577,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,1,13,2,2,10,2,.647642
15218,98108039,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,3,11,4,2,2,2,.730488
15282,98109136,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,0, ,11,1,13,2,2,10,1,.61146
15290,98109253,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,5,13,4,7,2,2,.730488
15294,98109290,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,0, ,11,1,11,4,3,1,2,.693541
15307,98109473,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,5,13,2,1,1,1,.654795
15334,98110092,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,3,11,3,5,1,2,.693541
15342,98110135,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,0, ,11,1,11,4,2,3,2,.707183
15367,98110536,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,0, ,11,1,11,2,2,1,2,.693541
15382,98110736,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,2,11,2,4,1,2,.693541
15453,98112468,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,0, ,9,3,11,2,3,1,2,.6975
15455,98112484,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,0, ,11,5,13,2,5,2,1,.689678
15481,98112927,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,1,13,4,2,1,2,.693541
15499,98113307,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,1,11,4,3,3,2,.707183
15513,98113608,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,0, ,10,2,13,2,5,10,2,.64377
15546,98114276,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,0, ,8,5,2,1,10,1,1,.956237
15549,98114368,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,5,13,2,9,10,1,.61146
15617,98115691,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,1,13,2,5,1,2,.693541
15637,98116151,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,10,2,13,3,4,2,2,.726121
15672,98117049,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,1,13,4,2,2,2,.730488
15684,98117154,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,0, ,11,1,11,4,3,18,2,.71776
15721,98117971,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,2,13,2,5,2,1,.689678
15734,98118143,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,2,11,2,5,1,2,.693541
15757,98118589,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,1,11,4,2,1,2,.693541
15762,98118672,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,1,11,4,2,3,2,.707183
15765,98118742,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,0, ,10,4,13,2,1,3,1,.727765
15780,98118914,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,10,2,13,1,5,1,1,.713726
15797,98119193,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,0, ,11,3,11,2,2,1,2,.693541
15820,98119490,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,0, ,11,1,11,2,2,18,2,.71776
15924,98121721,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,10,6,13,2,6,2,2,.726121
15937,98121913,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,1,13,4,4,10,1,.61146
15949,98122198,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,6,4,11,2,3,1,2,.923618
15961,98122381,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,9,4,13,1,6,10,1,.750451
15965,98122468,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,1,11,2,2,10,2,.647642
15983,98122801,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,2,13,2,5,2,2,.730488
16043,98124214,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,10,2,11,4,4,2,2,.726121
16063,98124582,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,1,13,4,2,3,2,.707183
16088,98125198,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,1,11,2,2,3,2,.707183
16102,98125483,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,1,13,2,2,1,2,.693541
16105,98125497,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,8,3,6,2,6,1,2,.692622
16112,98125621,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,3,13,4,5,2,2,.730488
16155,98126607,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,1,11,2,2,2,2,.730488
16175,98126984,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,0, ,11,1,11,4,2,3,2,.707183
16189,98127257,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,5,13,2,8,1,2,.693541
16207,98127816,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,0, ,11,1,11,4,2,2,2,.730488
16219,98128109,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,5,13,2,8,2,2,.730488
16231,98128393,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,0, ,11,1,13,4,4,10,1,.61146
16253,98128852,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,1,11,4,3,3,2,.707183
16296,98200490,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,4,13,2,7,4,2,.661741
16328,98201122,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,4,13,2,5,9,1,.624663
16343,98201452,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,0, ,7,2,9,3,5,5,2,.673195
16346,98201544,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,1,13,2,1,14,1,.673453
16349,98201569,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,3,11,2,2,6,2,.698436
16364,98201841,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,8,5,12,2,1,6,2,.69751
16431,98203061,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,0, ,11,1,13,2,2,7,1,.635948
16450,98203429,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,1,10,2,3,12,2,.681964
16462,98203641,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,0, ,11,3,11,2,5,6,2,.698436
16466,98203701,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,0, ,11,3,13,2,4,13,1,.586662
16471,98203796,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,9,2,13,2,3,4,2,.665518
16484,98204062,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,10,2,11,2,5,4,2,.657785
16499,98204423,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,0, ,11,2,13,2,7,8,1,.660308
16523,98204832,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,4,13,4,6,6,1,.659417
16548,98205201,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,0, ,11,1,11,2,1,19,2,.631143
16569,98205786,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,9,4,13,3,1,13,1,.720015
16619,98206806,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,9,1,8,2,9,21,1,.850318
16620,98206822,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,10,3,11,2,1,6,2,.694261
16640,98207288,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,1,13,2,3,14,2,.713303
16641,98207289,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,0, ,10,2,11,2,3,14,2,.709038
16643,98207321,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,0, ,10,4,11,2,4,4,2,.657785
16662,98207656,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,0, ,11,3,13,2,4,5,1,.636429
16669,98207775,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,1,11,2,2,5,2,.674088
16670,98207809,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,7,2,12,2,2,12,1,.940274
16720,98208809,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,9,2,13,2,4,13,1,.720015
16771,98209738,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,0, ,11,1,13,2,2,19,1,.595883
16775,98209804,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,6,5,5,2,6,4,2,.88127
16776,98209836,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0, ,11,3,11,2,5,4,2,.661741
16779,98209841,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,0, ,11,1,13,4,5,5,1,.636429
16807,98210353,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,6,3,12,1,2,5,1,1.180256
16827,98210670,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,1,13,3,1,6,2,.698436
16890,98211678,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0, ,10,3,11,2,2,4,2,.657785
16897,98211771,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,3,13,4,5,8,2,.69938
16977,98213018,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,0, ,11,3,7,2,5,9,1,.624663
16999,98213470,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,1,11,2,2,6,2,.698436
17009,98213634,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,0, ,11,4,13,2,5,6,1,.659417
17012,98213674,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,1,13,2,2,6,1,.659417
17106,98215237,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,0, ,10,2,13,3,2,4,1,.681001
17179,98216199,3,0,0,0,0,0,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,0, ,11,1,11,4,3,16,2,.711273
